,caseId,label,Archive,Contact Hospital,Create Questionnaire,Decide Claim,High Insurance Check,High Medical History,Low Insurance Check,Low Medical History,Prepare Notification Content,Receive Questionnaire Response,Register,Send Notification by Phone,Send Notification by Post,Send Notification by e-mail,Send Questionnaire,Skip Questionnaire
361,361,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
362,362,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
363,363,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
364,364,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
365,365,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
366,366,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
367,367,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
368,368,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
369,369,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
370,370,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
371,371,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
372,372,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
373,373,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
374,374,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
375,375,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
376,376,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
377,377,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
378,378,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
379,379,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
380,380,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
381,381,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
382,382,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
383,383,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
384,384,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
385,385,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
386,386,False,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
387,387,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
388,388,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
389,389,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
390,390,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
391,391,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
392,392,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
393,393,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
394,394,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
395,395,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
396,396,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
397,397,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
398,398,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
399,399,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
400,400,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
401,401,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
402,402,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
403,403,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
404,404,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
405,405,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
406,406,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
407,407,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
408,408,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
409,409,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
410,410,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
411,411,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
412,412,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
413,413,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
414,414,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
415,415,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
416,416,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
417,417,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
418,418,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
419,419,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
420,420,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
421,421,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
422,422,True,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
423,423,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
424,424,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
425,425,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
426,426,False,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
427,427,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
428,428,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
429,429,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
430,430,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
431,431,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
432,432,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
433,433,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
434,434,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
435,435,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
436,436,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
437,437,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
438,438,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
439,439,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
440,440,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
441,441,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
442,442,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
443,443,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
444,444,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
445,445,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
446,446,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
447,447,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
448,448,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
449,449,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
450,450,False,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
451,451,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
452,452,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
453,453,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
454,454,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
455,455,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
456,456,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
457,457,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
458,458,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
459,459,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
460,460,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
461,461,False,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
462,462,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
463,463,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
464,464,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
465,465,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
466,466,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
467,467,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
468,468,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
469,469,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
470,470,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
471,471,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
472,472,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
473,473,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
474,474,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
475,475,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
476,476,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
477,477,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
478,478,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
479,479,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
480,480,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
481,481,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
482,482,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
483,483,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
484,484,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
485,485,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
486,486,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
487,487,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
488,488,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
489,489,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
490,490,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
491,491,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
492,492,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
493,493,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
494,494,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
495,495,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
496,496,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
497,497,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
498,498,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
499,499,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
500,500,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
501,501,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
502,502,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
503,503,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
504,504,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
505,505,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
506,506,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
507,507,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
508,508,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
509,509,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
510,510,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
511,511,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
512,512,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
513,513,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
514,514,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
515,515,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
516,516,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
517,517,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
518,518,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
519,519,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
520,520,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
521,521,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
522,522,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
523,523,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
524,524,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
525,525,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
526,526,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
527,527,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
528,528,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
529,529,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
530,530,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
531,531,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
532,532,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
533,533,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
534,534,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
535,535,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
536,536,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
537,537,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
538,538,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
539,539,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
540,540,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
541,541,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
542,542,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
543,543,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
544,544,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
545,545,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
546,546,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
547,547,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
548,548,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
549,549,False,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
550,550,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
551,551,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
552,552,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
553,553,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
554,554,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
555,555,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
556,556,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
557,557,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
558,558,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
559,559,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
560,560,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
561,561,False,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
562,562,False,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
563,563,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
564,564,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
565,565,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
566,566,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
567,567,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
568,568,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
569,569,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
570,570,False,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
571,571,True,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
572,572,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
573,573,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
574,574,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
575,575,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
576,576,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
577,577,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
578,578,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
579,579,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
580,580,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
581,581,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
582,582,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
583,583,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
584,584,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
585,585,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
586,586,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
587,587,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
588,588,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
589,589,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
590,590,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
591,591,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
592,592,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
593,593,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
594,594,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
595,595,False,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
596,596,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
597,597,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
598,598,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
599,599,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
600,600,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
601,601,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
602,602,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
603,603,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
604,604,False,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
605,605,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
606,606,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
607,607,False,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
608,608,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
609,609,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
610,610,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
611,611,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
612,612,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
613,613,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
614,614,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
615,615,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
616,616,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
617,617,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
618,618,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
619,619,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
620,620,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
621,621,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
622,622,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
623,623,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
624,624,False,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
625,625,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
626,626,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
627,627,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
628,628,True,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
629,629,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
630,630,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
631,631,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
632,632,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
633,633,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
634,634,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
635,635,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
636,636,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
637,637,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
638,638,False,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
639,639,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
640,640,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
641,641,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
642,642,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
643,643,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
644,644,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
645,645,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
646,646,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
647,647,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
648,648,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
649,649,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
650,650,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
651,651,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
652,652,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
653,653,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
654,654,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
655,655,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
656,656,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
657,657,True,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
658,658,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
659,659,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
660,660,False,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
661,661,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
662,662,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
663,663,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
664,664,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
665,665,False,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
666,666,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
667,667,False,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
668,668,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
669,669,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
670,670,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
671,671,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
672,672,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
673,673,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
674,674,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
675,675,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
676,676,False,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
677,677,True,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
678,678,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
679,679,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
680,680,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
681,681,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
682,682,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
683,683,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
684,684,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
685,685,False,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
686,686,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
687,687,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
688,688,True,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
689,689,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
690,690,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
691,691,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
692,692,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
693,693,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
694,694,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
695,695,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
696,696,False,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
697,697,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
698,698,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
699,699,False,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
700,700,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
701,701,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
702,702,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
703,703,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
704,704,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
705,705,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
706,706,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
707,707,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
708,708,True,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
709,709,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
710,710,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
711,711,True,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
712,712,True,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
713,713,True,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
714,714,True,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
715,715,True,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
716,716,False,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
717,717,False,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
718,718,False,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
719,719,False,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
720,720,False,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
721,721,True,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
722,722,True,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
723,723,True,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
724,724,False,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
