,label,Accept Claim,Archive,Contact Hospital,Create Questionnaire,High Insurance Check,High Medical History,Low Insurance Check,Low Medical History,Prepare Notification Content,Receive Questionnaire Response,Register,Reject Claim,Send Notification by Phone,Send Notification by Post,Send Notification by e-mail,Send Questionnaire,Skip Questionnaire
360,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
361,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
362,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
363,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
364,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
365,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
366,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
367,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
368,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
369,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
370,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
371,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
372,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
373,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
374,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
375,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
376,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
377,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
378,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
379,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
380,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
381,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
382,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
383,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
384,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
385,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
386,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
387,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
388,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
389,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
390,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
391,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
392,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
393,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
394,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
395,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
396,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
397,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
398,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
399,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
400,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
401,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
402,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
403,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
404,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
405,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
406,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
407,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
408,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
409,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
410,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
411,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
412,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
413,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
414,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
415,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
416,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
417,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
418,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
419,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
420,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
421,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
422,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
423,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
424,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
425,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
426,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
427,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
428,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
429,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
430,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
431,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
432,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
433,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
434,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
435,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
436,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
437,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
438,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
439,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
440,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
441,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
442,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
443,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
444,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
445,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
446,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
447,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
448,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
449,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
450,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0
451,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
452,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
453,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
454,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
455,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
456,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
457,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
458,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
459,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
460,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
461,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
462,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
463,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
464,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
465,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
466,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
467,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
468,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
469,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
470,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
471,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
472,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
473,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
474,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
475,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
476,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
477,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
478,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
479,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
480,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
481,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
482,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
483,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
484,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
485,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
486,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
487,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
488,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
489,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
490,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
491,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
492,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
493,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
494,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
495,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
496,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
497,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
498,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
499,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
500,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
501,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
502,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
503,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
504,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
505,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
506,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
507,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
508,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
509,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
510,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
511,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
512,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
513,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
514,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
515,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
516,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
517,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
518,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
519,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
520,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
521,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
522,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
523,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
524,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
525,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
526,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
527,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
528,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
529,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
530,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
531,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
532,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
533,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
534,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
535,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
536,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
537,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
538,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
539,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
540,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
541,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
542,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
543,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
544,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
545,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
546,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
547,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
548,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
549,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
550,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
551,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
552,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
553,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
554,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
555,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
556,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
557,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
558,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
559,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
560,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
561,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
562,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0
563,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
564,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
565,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
566,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
567,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
568,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
569,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
570,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
571,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
572,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
573,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
574,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
575,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
576,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
577,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
578,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
579,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
580,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
581,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
582,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
583,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
584,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
585,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
586,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
587,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
588,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
589,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
590,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
591,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
592,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
593,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
594,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
595,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
596,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
597,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
598,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
599,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
600,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
601,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
602,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
603,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
604,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1
605,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
606,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
607,False,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
608,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
609,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
610,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
611,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
612,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
613,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
614,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
615,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
616,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
617,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
618,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
619,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
620,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
621,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
622,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
623,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
624,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
625,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
626,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
627,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
628,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
629,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
630,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
631,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
632,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
633,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
634,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
635,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
636,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
637,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
638,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
639,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
640,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
641,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
642,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
643,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
644,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
645,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
646,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
647,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
648,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
649,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
650,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
651,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
652,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
653,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
654,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
655,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
656,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
657,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
658,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
659,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
660,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
661,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
662,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
663,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
664,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
665,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
666,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
667,False,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
668,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
669,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
670,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
671,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
672,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
673,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
674,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
675,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
676,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
677,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
678,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
679,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
680,True,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0
681,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
682,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
683,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
684,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
685,False,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0
686,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
687,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
688,True,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
689,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
690,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
691,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
692,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
693,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
694,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
695,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
696,False,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
697,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
698,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
699,False,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
700,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
701,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
702,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
703,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
704,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
705,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
706,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
707,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
708,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
709,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
710,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
711,True,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
712,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
713,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
714,True,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1
715,True,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
716,False,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
717,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
718,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
719,False,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
720,False,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
721,True,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
722,True,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0
723,True,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
